run_id,timestamp,dataset,library,function,passed,failed,time_sec
1766736982,2025-12-26T11:16:22,normal,typeguard,score_candidate,3000,0,0.03828
1766736982,2025-12-26T11:16:22,normal,typeguard,normalize_question,3000,0,0.253867
1766736982,2025-12-26T11:16:22,normal,icontract,is_correct,3000,0,0.052213
1766736982,2025-12-26T11:16:22,normal,icontract,answer_in_context,3000,0,0.0379
1766736982,2025-12-26T11:16:22,normal,icontract,shortest_alias,3000,0,0.04003
1766736982,2025-12-26T11:16:22,normal,icontract,validate_consistency,3000,0,0.028134
1766736982,2025-12-26T11:16:22,normal,icontract,score_candidate,3000,0,0.038051
1766736982,2025-12-26T11:16:22,normal,icontract,normalize_question,3000,0,0.225209
1766736982,2025-12-26T11:16:22,normal,beartype,is_correct,3000,0,0.050636
1766736982,2025-12-26T11:16:22,normal,beartype,answer_in_context,3000,0,0.040145
1766736982,2025-12-26T11:16:22,normal,beartype,shortest_alias,3000,0,0.03913
1766736982,2025-12-26T11:16:22,normal,beartype,validate_consistency,3000,0,0.027895
1766736982,2025-12-26T11:16:22,normal,beartype,score_candidate,3000,0,0.042253
1766736982,2025-12-26T11:16:22,normal,beartype,normalize_question,3000,0,0.24522
1766736986,2025-12-26T11:16:26,normal,typeguard,is_correct,3000,0,0.051468
1766736986,2025-12-26T11:16:26,normal,typeguard,answer_in_context,3000,0,0.038242
1766736986,2025-12-26T11:16:26,normal,typeguard,shortest_alias,3000,0,0.038588
1766736986,2025-12-26T11:16:26,normal,typeguard,validate_consistency,3000,0,0.029414
1766736986,2025-12-26T11:16:26,normal,typeguard,score_candidate,3000,0,0.039643
1766736986,2025-12-26T11:16:26,normal,typeguard,normalize_question,3000,0,0.228046
1766736986,2025-12-26T11:16:26,normal,icontract,is_correct,3000,0,0.049844
1766736986,2025-12-26T11:16:26,normal,icontract,answer_in_context,3000,0,0.037924
1766736986,2025-12-26T11:16:26,normal,icontract,shortest_alias,3000,0,0.038974
1766736986,2025-12-26T11:16:26,normal,icontract,validate_consistency,3000,0,0.02893
1766736986,2025-12-26T11:16:26,normal,icontract,score_candidate,3000,0,0.040137
1766736986,2025-12-26T11:16:26,normal,icontract,normalize_question,3000,0,0.225093
1766736986,2025-12-26T11:16:26,normal,beartype,is_correct,3000,0,0.047123
1766736986,2025-12-26T11:16:26,normal,beartype,answer_in_context,3000,0,0.03686
1766736986,2025-12-26T11:16:26,normal,beartype,shortest_alias,3000,0,0.040575
1766736986,2025-12-26T11:16:26,normal,beartype,validate_consistency,3000,0,0.028716
1766736986,2025-12-26T11:16:26,normal,beartype,score_candidate,3000,0,0.039348
1766736986,2025-12-26T11:16:26,normal,beartype,normalize_question,3000,0,0.209209
1766736989,2025-12-26T11:16:29,normal,typeguard,is_correct,3000,0,0.126723
1766736989,2025-12-26T11:16:29,normal,typeguard,answer_in_context,3000,0,0.03951
1766736989,2025-12-26T11:16:29,normal,typeguard,shortest_alias,3000,0,0.05073
1766736989,2025-12-26T11:16:29,normal,typeguard,validate_consistency,3000,0,0.028671
1766736989,2025-12-26T11:16:29,normal,typeguard,score_candidate,3000,0,0.039063
1766736989,2025-12-26T11:16:29,normal,typeguard,normalize_question,3000,0,0.229568
1766736989,2025-12-26T11:16:29,normal,icontract,is_correct,3000,0,0.049619
1766736989,2025-12-26T11:16:29,normal,icontract,answer_in_context,3000,0,0.039081
1766736989,2025-12-26T11:16:29,normal,icontract,shortest_alias,3000,0,0.041792
1766736989,2025-12-26T11:16:29,normal,icontract,validate_consistency,3000,0,0.027979
1766736989,2025-12-26T11:16:29,normal,icontract,score_candidate,3000,0,0.03895
1766736989,2025-12-26T11:16:29,normal,icontract,normalize_question,3000,0,0.227485
1766736989,2025-12-26T11:16:29,normal,beartype,is_correct,3000,0,0.049045
1766736989,2025-12-26T11:16:29,normal,beartype,answer_in_context,3000,0,0.040173
1766736989,2025-12-26T11:16:29,normal,beartype,shortest_alias,3000,0,0.040784
1766736989,2025-12-26T11:16:29,normal,beartype,validate_consistency,3000,0,0.027721
1766736989,2025-12-26T11:16:29,normal,beartype,score_candidate,3000,0,0.038657
1766736989,2025-12-26T11:16:29,normal,beartype,normalize_question,3000,0,0.211568
1766736992,2025-12-26T11:16:32,normal,typeguard,is_correct,3000,0,0.070396
1766736992,2025-12-26T11:16:32,normal,typeguard,answer_in_context,3000,0,0.035671
1766736992,2025-12-26T11:16:32,normal,typeguard,shortest_alias,3000,0,0.037918
1766736992,2025-12-26T11:16:32,normal,typeguard,validate_consistency,3000,0,0.028422
1766736992,2025-12-26T11:16:32,normal,typeguard,score_candidate,3000,0,0.038889
1766736992,2025-12-26T11:16:32,normal,typeguard,normalize_question,3000,0,0.221252
1766736992,2025-12-26T11:16:32,normal,icontract,is_correct,3000,0,0.065084
1766736992,2025-12-26T11:16:32,normal,icontract,answer_in_context,3000,0,0.03688
1766736992,2025-12-26T11:16:32,normal,icontract,shortest_alias,3000,0,0.03703
1766736992,2025-12-26T11:16:32,normal,icontract,validate_consistency,3000,0,0.028007
1766736992,2025-12-26T11:16:32,normal,icontract,score_candidate,3000,0,0.037325
1766736992,2025-12-26T11:16:32,normal,icontract,normalize_question,3000,0,0.240677
1766736992,2025-12-26T11:16:32,normal,beartype,is_correct,3000,0,0.047061
1766736992,2025-12-26T11:16:32,normal,beartype,answer_in_context,3000,0,0.037107
1766736992,2025-12-26T11:16:32,normal,beartype,shortest_alias,3000,0,0.03874
1766736992,2025-12-26T11:16:32,normal,beartype,validate_consistency,3000,0,0.028012
1766736992,2025-12-26T11:16:32,normal,beartype,score_candidate,3000,0,0.036921
1766736992,2025-12-26T11:16:32,normal,beartype,normalize_question,3000,0,0.202252
1766736995,2025-12-26T11:16:35,normal,typeguard,is_correct,3000,0,0.0786
1766736995,2025-12-26T11:16:35,normal,typeguard,answer_in_context,3000,0,0.041453
1766736995,2025-12-26T11:16:35,normal,typeguard,shortest_alias,3000,0,0.040782
1766736995,2025-12-26T11:16:35,normal,typeguard,validate_consistency,3000,0,0.028271
1766736995,2025-12-26T11:16:35,normal,typeguard,score_candidate,3000,0,0.039118
1766736995,2025-12-26T11:16:35,normal,typeguard,normalize_question,3000,0,0.242764
1766736995,2025-12-26T11:16:35,normal,icontract,is_correct,3000,0,0.059187
1766736995,2025-12-26T11:16:35,normal,icontract,answer_in_context,3000,0,0.040006
1766736995,2025-12-26T11:16:35,normal,icontract,shortest_alias,3000,0,0.039244
1766736995,2025-12-26T11:16:35,normal,icontract,validate_consistency,3000,0,0.028143
1766736995,2025-12-26T11:16:35,normal,icontract,score_candidate,3000,0,0.038189
1766736995,2025-12-26T11:16:35,normal,icontract,normalize_question,3000,0,0.232295
1766736995,2025-12-26T11:16:35,normal,beartype,is_correct,3000,0,0.044903
1766736995,2025-12-26T11:16:35,normal,beartype,answer_in_context,3000,0,0.037885
1766736995,2025-12-26T11:16:35,normal,beartype,shortest_alias,3000,0,0.039855
1766736995,2025-12-26T11:16:35,normal,beartype,validate_consistency,3000,0,0.028206
1766736995,2025-12-26T11:16:35,normal,beartype,score_candidate,3000,0,0.037215
1766736995,2025-12-26T11:16:35,normal,beartype,normalize_question,3000,0,0.216934
1766736998,2025-12-26T11:16:38,normal,typeguard,is_correct,3000,0,0.054979
1766736998,2025-12-26T11:16:38,normal,typeguard,answer_in_context,3000,0,0.043129
1766736998,2025-12-26T11:16:38,normal,typeguard,shortest_alias,3000,0,0.040349
1766736998,2025-12-26T11:16:38,normal,typeguard,validate_consistency,3000,0,0.027088
1766736998,2025-12-26T11:16:38,normal,typeguard,score_candidate,3000,0,0.037697
1766736998,2025-12-26T11:16:38,normal,typeguard,normalize_question,3000,0,0.232328
1766736998,2025-12-26T11:16:38,normal,icontract,is_correct,3000,0,0.058553
1766736998,2025-12-26T11:16:38,normal,icontract,answer_in_context,3000,0,0.042371
1766736998,2025-12-26T11:16:38,normal,icontract,shortest_alias,3000,0,0.038242
1766736998,2025-12-26T11:16:38,normal,icontract,validate_consistency,3000,0,0.026856
1766736998,2025-12-26T11:16:38,normal,icontract,score_candidate,3000,0,0.039582
1766736998,2025-12-26T11:16:38,normal,icontract,normalize_question,3000,0,0.214171
